Date,Open,High,Low,Close,Adj Close,Volume,Return
2014-01-03,6717.89990234375,6747.2998046875,6699.2998046875,6730.7001953125,6730.7001953125,374841500,0.0019054009667938132
2014-01-06,6730.7001953125,6752.0,6714.60009765625,6730.7001953125,6730.7001953125,524387000,0.0
2014-01-07,6730.7001953125,6768.89990234375,6718.10009765625,6755.5,6755.5,672375600,0.003684580202334864
2014-01-08,6755.5,6755.5,6713.39990234375,6721.7998046875,6721.7998046875,720025300,-0.0049885567778106266
2014-01-09,6721.7998046875,6746.39990234375,6679.2998046875,6691.2998046875,6691.2998046875,782896500,-0.004537475212923026
2014-01-10,6691.2998046875,6769.89990234375,6691.2998046875,6739.89990234375,6739.89990234375,811611800,0.00726317742065663
2014-01-13,6739.89990234375,6765.60009765625,6731.0,6757.2001953125,6757.2001953125,598026900,0.0025668471667856796
2014-01-14,6757.2001953125,6772.60009765625,6694.10009765625,6766.89990234375,6766.89990234375,568346600,0.0014354624327954646
2014-01-15,6766.89990234375,6825.2001953125,6766.89990234375,6819.89990234375,6819.89990234375,693715800,0.00783224235098312
2014-01-16,6819.89990234375,6831.7001953125,6811.2001953125,6815.39990234375,6815.39990234375,714152700,-0.0006598337313504787
2014-01-17,6815.39990234375,6840.5,6800.0,6829.2998046875,6829.2998046875,999744600,0.0020394844826303604
2014-01-20,6829.2998046875,6837.5,6810.60009765625,6836.7001953125,6836.7001953125,424810700,0.0010836236271134503
2014-01-21,6836.7001953125,6867.39990234375,6822.2998046875,6834.2998046875,6834.2998046875,618281400,-0.0003511036840032622
2014-01-22,6834.2998046875,6864.89990234375,6821.7998046875,6826.2998046875,6826.2998046875,548735700,-0.001170566148490093
2014-01-23,6826.2998046875,6837.2001953125,6760.60009765625,6773.2998046875,6773.2998046875,668664300,-0.007764089113637462
2014-01-24,6773.2998046875,6784.39990234375,6654.89990234375,6663.7001953125,6663.7001953125,844748200,-0.01618112478930156
2014-01-27,6663.7001953125,6665.39990234375,6539.2998046875,6550.7001953125,6550.7001953125,985294600,-0.01695754561099383
2014-01-28,6550.7001953125,6590.7001953125,6550.7001953125,6572.2998046875,6572.2998046875,675704400,0.0032972978049667923
2014-01-29,6572.2998046875,6645.2001953125,6482.7001953125,6544.2998046875,6544.2998046875,990211400,-0.004260304738385456
2014-01-30,6544.2998046875,6573.89990234375,6503.2998046875,6538.5,6538.5,755894300,-0.0008862376206153488
2014-01-31,6538.5,6548.5,6421.2998046875,6510.39990234375,6510.39990234375,751205000,-0.004297636714269304
2014-02-03,6510.39990234375,6538.2998046875,6460.0,6465.7001953125,6465.7001953125,829888700,-0.006865892679673635
2014-02-04,6465.7001953125,6478.2001953125,6416.7001953125,6449.2998046875,6449.2998046875,922887700,-0.002536521974354722
2014-02-05,6449.2998046875,6483.7001953125,6423.7998046875,6457.89990234375,6457.89990234375,810173800,0.0013334932344126749
2014-02-06,6457.89990234375,6566.0,6457.89990234375,6558.2998046875,6558.2998046875,815148900,0.015546834708186186
2014-02-07,6558.2998046875,6596.2998046875,6540.7998046875,6571.7001953125,6571.7001953125,708467800,0.002043272040632038
2014-02-10,6571.7001953125,6597.0,6565.2998046875,6591.60009765625,6591.60009765625,593694900,0.0030281208442746177
2014-02-11,6591.60009765625,6672.7001953125,6591.60009765625,6672.7001953125,6672.7001953125,934913300,0.012303552469010715
2014-02-12,6672.7001953125,6708.2001953125,6669.10009765625,6675.0,6675.0,820072000,0.0003446587768345388
2014-02-13,6675.0,6675.2001953125,6608.10009765625,6659.39990234375,6659.39990234375,1170917600,-0.0023370932818351786
2014-02-14,6659.39990234375,6672.2001953125,6646.5,6663.60009765625,6663.60009765625,912852700,0.0006307167874122221
2014-02-17,6663.60009765625,6745.60009765625,6661.5,6736.0,6736.0,630547500,0.010864983084626356
2014-02-18,6736.0,6802.89990234375,6716.60009765625,6796.39990234375,6796.39990234375,828311700,0.00896673134556858
2014-02-19,6796.39990234375,6810.5,6759.89990234375,6796.7001953125,6796.7001953125,793947100,4.418412292750418e-05
2014-02-20,6796.7001953125,6813.0,6732.0,6813.0,6813.0,745785700,0.0023981938615948994
2014-02-21,6813.0,6859.89990234375,6813.0,6838.10009765625,6838.10009765625,1024984200,0.0036841476084323865
2014-02-24,6838.10009765625,6865.89990234375,6797.7998046875,6865.89990234375,6865.89990234375,1068068300,0.0040654281584775465
2014-02-25,6862.7001953125,6866.39990234375,6790.89990234375,6830.5,6830.5,1163984100,-0.005155901316252209
2014-02-26,6830.5,6834.10009765625,6785.2998046875,6799.2001953125,6799.2001953125,739193300,-0.004582359225166588
2014-02-27,6799.2001953125,6819.2001953125,6733.5,6810.2998046875,6810.2998046875,860420000,0.0016324875067883493
2014-02-28,6810.2998046875,6833.7998046875,6785.5,6809.7001953125,6809.7001953125,924578400,-8.804449028620986e-05
2014-03-03,6809.7001953125,6809.7001953125,6671.89990234375,6708.39990234375,6708.39990234375,829082600,-0.014875881472503072
2014-03-04,6708.39990234375,6827.2001953125,6708.39990234375,6823.7998046875,6823.7998046875,734136300,0.017202299210491656
2014-03-05,6823.7998046875,6824.2001953125,6771.5,6775.39990234375,6775.39990234375,630136500,-0.007092808073077217
2014-03-06,6775.39990234375,6806.60009765625,6771.0,6788.5,6788.5,666186300,0.0019334796240910723
2014-03-07,6788.5,6800.7001953125,6706.39990234375,6712.7001953125,6712.7001953125,793752600,-0.011165913631509206
2014-03-10,6712.7001953125,6757.0,6671.60009765625,6689.5,6689.5,820416900,-0.0034561643805722797
2014-03-11,6689.5,6718.2998046875,6660.60009765625,6685.5,6685.5,868947800,-0.0005979520143508665
2014-03-12,6685.5,6685.5,6598.39990234375,6620.89990234375,6620.89990234375,891943200,-0.009662717471580318
2014-03-13,6620.89990234375,6631.39990234375,6552.5,6553.7998046875,6553.7998046875,895818900,-0.010134588748652917
2014-03-14,6553.7998046875,6553.7998046875,6500.39990234375,6527.89990234375,6527.89990234375,847299400,-0.0039518909816600445
2014-03-17,6527.89990234375,6592.39990234375,6527.89990234375,6568.39990234375,6568.39990234375,692708400,0.006204139249356366
2014-03-18,6568.39990234375,6628.2001953125,6534.89990234375,6605.2998046875,6605.2998046875,723690100,0.005617791683265816
2014-03-19,6605.2998046875,6609.5,6566.89990234375,6573.10009765625,6573.10009765625,1051188400,-0.004874828998435388
2014-03-20,6573.10009765625,6573.10009765625,6492.60009765625,6542.39990234375,6542.39990234375,795074200,-0.004670580830413162
2014-03-21,6542.39990234375,6572.10009765625,6537.89990234375,6557.2001953125,6557.2001953125,1501522000,0.002262211602725106
2014-03-24,6557.2001953125,6569.0,6506.39990234375,6520.39990234375,6520.39990234375,762850300,-0.00561219603986729
2014-03-25,6520.39990234375,6604.89990234375,6520.39990234375,6604.89990234375,6604.89990234375,674287000,0.012959327842702706
2014-03-26,6604.89990234375,6643.60009765625,6601.7998046875,6605.2998046875,6605.2998046875,1429765600,6.054631404905919e-05
2014-03-27,6605.2998046875,6605.2998046875,6561.39990234375,6588.2998046875,6588.2998046875,850226700,-0.002573690900136816
2014-03-28,6588.2998046875,6631.5,6585.7001953125,6615.60009765625,6615.60009765625,1001322600,0.004143753893732338
2014-03-31,6615.60009765625,6658.39990234375,6583.10009765625,6598.39990234375,6598.39990234375,868366300,-0.0025999448362353794
2014-04-01,6598.39990234375,6660.2998046875,6598.39990234375,6652.60009765625,6652.60009765625,857737300,0.008214142233672117
2014-04-02,6652.60009765625,6672.7001953125,6639.60009765625,6659.0,6659.0,973749400,0.0009620151895204376
2014-04-03,6659.0,6680.7998046875,6638.5,6649.10009765625,6649.10009765625,670678000,-0.0014866950508709564
2014-04-04,6649.10009765625,6706.2998046875,6649.10009765625,6695.60009765625,6695.60009765625,876352600,0.006993427579228495
2014-04-07,6695.60009765625,6695.60009765625,6614.7001953125,6622.7998046875,6622.7998046875,667468200,-0.010872855592769515
2014-04-08,6622.7998046875,6625.2001953125,6549.7998046875,6590.7001953125,6590.7001953125,1056680100,-0.004846833714085785
2014-04-09,6590.7001953125,6654.10009765625,6590.39990234375,6635.60009765625,6635.60009765625,758993600,0.006812614898745295
2014-04-10,6635.60009765625,6688.2998046875,6620.39990234375,6642.0,6642.0,671373100,0.0009644798133645605
2014-04-11,6642.0,6642.0,6538.7998046875,6561.7001953125,6561.7001953125,817952500,-0.012089702602755215
2014-04-14,6561.7001953125,6583.7998046875,6507.10009765625,6583.7998046875,6583.7998046875,983152200,0.003367969995152764
2014-04-15,6583.7998046875,6594.2001953125,6534.2001953125,6541.60009765625,6541.60009765625,858936000,-0.0064096279174838955
2014-04-16,6541.60009765625,6597.0,6541.60009765625,6584.2001953125,6584.2001953125,686337200,0.006512183108153158
2014-04-17,6584.2001953125,6627.2998046875,6559.39990234375,6625.2998046875,6625.2998046875,842349900,0.006242156701775192
2014-04-22,6625.2998046875,6706.2001953125,6625.2998046875,6681.7998046875,6681.7998046875,843999800,0.008527915968425281
2014-04-23,6681.7998046875,6694.7998046875,6661.39990234375,6674.7001953125,6674.7001953125,637850100,-0.0010625294954241804
2014-04-24,6674.7001953125,6724.60009765625,6667.7001953125,6703.0,6703.0,616106700,0.004239861545747736
2014-04-25,6703.0,6704.39990234375,6657.2998046875,6685.7001953125,6685.7001953125,578697500,-0.002580904772116921
